James Gandolfini,{'The Sopranos': 'Tony Soprano'}
Mark McGann,{'The Sopranos': 'Face in the Crowd'}
Flint Beverage,{'The Sopranos': 'FBI Agent #1'}
Rich Hebert,{'The Sopranos': 'Dan MacDonald'}
Lou Savarese,{'The Sopranos': 'Bodyguard'}
Paul Morabito,{'The Sopranos': 'The Chesterfield Kings'}
Carolyn C. Buccino,{'The Sopranos': 'Old Woman'}
Andrew Eisenman,{'The Sopranos': 'Priest'}
Malachy Cleary,{'The Sopranos': 'Thad McCone'}
Amanda Magnavita,{'The Sopranos': 'Babysitter'}
Stéphane Soo Mongo,{'The Sopranos': 'Senegalese Man #1'}
Barbara Pindle,{'The Sopranos': 'Nurses Aide'}
Paul Borghese,{'The Sopranos': 'Guest #3'}
Geoffrey Wigdor,{'The Sopranos': 'Little Bruce'}
Frank Savino,{'The Sopranos': 'Operator #1'}
Rimas Remeza,{'The Sopranos': 'Bassist - The Miami Relatives'}
Nichelle Hines,{'The Sopranos': 'Felicia'}
Natalie Light,{'The Sopranos': 'Call Girl'}
Debargo Sanyal,{'The Sopranos': 'Orderly'}
James Lawrence,{'The Sopranos': 'Prison Inmate'}
Aaron Gryder,{'The Sopranos': 'Jockey'}
Rosemarie Hue,{'The Sopranos': 'Prosecuting Attorney'}
Erin Stutland,{'The Sopranos': 'Heather'}
Gino Cafarelli,{'The Sopranos': 'Vinny Pitts'}
Eric Seltzer,{'The Sopranos': 'Crowd Leader'}
Joe Rowley,{'The Sopranos': 'FBI Agent #2'}
Joel Blum,{'The Sopranos': 'Golfer'}
Jason Ongoco,{'The Sopranos': 'Delivery Guy'}
Fred Caiaccia,{'The Sopranos': 'Uncle Zio'}
Nick Bosco,{'The Sopranos': 'Ken Wu'}
Greg Prevost,{'The Sopranos': 'The Chesterfield Kings'}
Selenis Leyva,{'The Sopranos': 'Jill Dibiaso'}
Jojo Gonzalez,{'The Sopranos': 'Nurse Gilbert Campos'}
Susan Barnes Walker,{'The Sopranos': 'Mrs. Kimball'}
Christian Julien,{'The Sopranos': 'Senegalese Man #2'}
Sonny Passero,{'The Sopranos': 'Man in Crowd'}
Adam Heller,{'The Sopranos': 'Arnold Bellows'}
Anita Salvate,{'The Sopranos': 'Mary'}
Josh Kay,{'The Sopranos': 'Jesse'}
Patrick McNulty,{'The Sopranos': 'Hotel Clerk'}
Allyssa Magliaro,{'The Sopranos': 'Jamie Salerno'}
Russ Brunelli,{'The Sopranos': 'Guest #4'}
David Weintraub,{'The Sopranos': 'Guitarist - The Miami Relatives'}
Paul Reggio,{'The Sopranos': 'Operator #2'}
Nick Di Paolo,{'The Sopranos': 'Joey the Cop'}
Jolan Boockvor,{'The Sopranos': 'Cocktail Waitress'}
Bruce Barney,{'The Sopranos': 'Veterinarian'}
Michael Zegen,{'The Sopranos': 'Partygoer'}
Scott Johnsen,{'The Sopranos': 'Cop'}
Vic Martino,{'The Sopranos': 'Muzzy Nardo'}
Demo DiMartile,{'The Sopranos': 'Waiter'}
Patrick J. O'Connor,{'The Sopranos': 'Doorman'}
Daniel Stewart Sherman,{'The Sopranos': 'Ron Senkowski'}
Carmen López,{'The Sopranos': 'Nurse Alfeo'}
Austin Jones,{'The Sopranos': 'Omni Clerk'}
Sal Darigo,{'The Sopranos': 'Old Man'}
Kristen Cerelli,{'The Sopranos': 'Jen Fazio'}
Leo Daignault,{'The Sopranos': 'Don'}
Gustavo Cunha,{'The Sopranos': 'Armando'}
Andrew Schneider,{'The Sopranos': 'Mr. Bauer'}
Mamadou Sall,{'The Sopranos': 'Senegalese Man #3'}
Lin-Manuel Miranda,{'The Sopranos': 'Bellman'}
Mimi Lieber,{'The Sopranos': 'Stacey Bellows'}
Dillon Woolley,{'The Sopranos': 'Max'}
Julia Thompson,{'The Sopranos': 'Lucy Salerno'}
Gary Lamadore,{'The Sopranos': 'Chuckie'}
Phil La Rocco,{'The Sopranos': 'Wiseguy'}
Jessica Ripton,{'The Sopranos': 'Pizza Customer #2'}
Buddy Fitzpatrick,{'The Sopranos': 'ER Doctor'}
Robert Salas,{'The Sopranos': 'Plain Tribesman'}
John E. Kelly,{'The Sopranos': 'Photographer'}
Shawn Leggett,{'The Sopranos': 'Keryl'}
Myk Watford,{'The Sopranos': 'Cop #1'}
Sarah Ireland,{'The Sopranos': 'Woman'}
Barret Wall,{'The Sopranos': 'Football Player'}
Colby Trane,{'The Sopranos': 'Guy'}
Julia Montgomery Brown,{'The Sopranos': 'Waspy Housewive'}
Sallie Toussaint,{'The Sopranos': 'Blinged-Out Girlfriend'}
Jeff Williams,{'The Sopranos': 'Another Member'}
Joe Caniano,{'The Sopranos': 'Teddy Spirodakis'}
Tanya P.,{'The Sopranos': 'The Virgin Mary'}
Mario D'Elia,"{'The Sopranos': 'Benny Fazio, Sr.'}"
Nicolas Salgado,{'The Sopranos': 'Dylan'}
Connie Teng,{'The Sopranos': 'Yaolin'}
Hunter Gallagher,{'The Sopranos': 'Brad'}
Mary Louise Wilson,{'The Sopranos': 'Catherine'}
Etan Maiti,{'The Sopranos': 'Jason'}
Jonny Spanish,{'The Sopranos': 'Junkie'}
Irma-Estel LaGuerre,{'The Sopranos': 'Native American Woman #1'}
Philliph Oden,{'The Sopranos': 'Jemilo'}
Manu Narayan,{'The Sopranos': 'Sukhjit Khan'}
Joanna Bonaro,{'The Sopranos': 'Hysterical Woman'}
Angel Feliciano,{'The Sopranos': 'Bellman'}
DeVone Lawson Jr.,{'The Sopranos': 'Cop #2'}
Erik Schark,{'The Sopranos': 'Sommelier'}
Mueen Jahan,{'The Sopranos': 'Dr. Vahabsideh'}
Judy Prianti,{'The Sopranos': 'Connie Fazio'}
Kate Buddeke,{'The Sopranos': 'Nora Minter'}
Frank Carlo,{'The Sopranos': 'Teenager'}
Michael Malone,{'The Sopranos': 'Antique Store Owner'}
Anthony Garcia,{'The Sopranos': 'Teenager #1'}
Jean Brassard,{'The Sopranos': 'French Canadian Man #1'}
Leah Bezozo,{'The Sopranos': 'Kennedy'}
Peter Benedek,{'The Sopranos': 'Ken'}
Colton Parsons,{'The Sopranos': 'Boy'}
Brian Anthony Wilson,{'The Sopranos': 'Warren Dupree'}
Carlos Lopez,{'The Sopranos': 'FBI Technician'}
Dino Palermo,"{'The Sopranos': ""Junior's Friend""}"
Chad Tucker,{'The Sopranos': 'Darryl'}
Joe Napoleone,{'The Sopranos': 'Bartender'}
Sami Sargent,{'The Sopranos': 'Native American Woman #2'}
Elaine Hyman,{'The Sopranos': 'Dot'}
Pablo Hernandez,{'The Sopranos': 'Delivery Boy'}
Lenny Singer,{'The Sopranos': 'Uncle Jack'}
Dierdre Friel,{'The Sopranos': 'Sandy'}
Guy Paul,{'The Sopranos': 'Jeep Owner'}
Steve Stanulis,{'The Sopranos': 'Desk Sergeant'}
Quentin Heggs,{'The Sopranos': 'African-American Guy'}
Joe Delafield,{'The Sopranos': 'Intern'}
Ai Kiyono,{'The Sopranos': 'Sushi Waitress'}
Joey Vega,{'The Sopranos': 'U.S. Marshal #1'}
Michael Serratore,{'The Sopranos': 'Driver'}
Cal Crenshaw,{'The Sopranos': 'Local Man'}
Maria Hernandez,{'The Sopranos': 'Latino Woman'}
Kelvin Santos,{'The Sopranos': 'Teenager #2'}
James Lorenzo,{'The Sopranos': 'Roger'}
Christiana Anbri,{'The Sopranos': 'Heidi'}
Michael H. Ingram,{'The Sopranos': 'F.B.I. Agent'}
Shannon Koob,{'The Sopranos': 'Joyce'}
Richard Litt,{'The Sopranos': 'Moderator'}
James Coyle,{'The Sopranos': 'Salesman #1'}
Maxime De Toledo,{'The Sopranos': 'French Canadian Man #2'}
Kevin McKelvey,{'The Sopranos': 'U.S. Marshal Lunt'}
Lou Bonacki,{'The Sopranos': 'Francis Satriale'}
Michael Strano,{'The Sopranos': 'FBI Agent'}
Matthew Weathers,{'The Sopranos': 'Anklave'}
Christopher O'Hara,{'The Sopranos': 'Band Member #1'}
Susan Pourfar,{'The Sopranos': 'Gillian'}
Rolando J. Vargas,{'The Sopranos': 'Ecuadorian Man'}
Sylvia Kowalczuk,{'The Sopranos': 'Harpist'}
Chris McGinn,{'The Sopranos': 'Waitress'}
Alicia Lorén,{'The Sopranos': 'Eden'}
Lisa Miller,{'The Sopranos': 'Bada Bing Waitress'}
Jon Shaver,{'The Sopranos': 'Tall Man'}
Teresa Meza,{'The Sopranos': 'U.S. Marshal #2'}
Diane Martella,{'The Sopranos': 'Old Woman at Parade'}
Joyce Roach,{'The Sopranos': 'Grandma'}
Qadir Forbes,{'The Sopranos': 'Kid #1'}
Jonathan Marino Cuellar,{'The Sopranos': 'Teenager #3'}
Amy Russ,{'The Sopranos': 'Female F.B.I. Agent'}
Mando Alvarado,{'The Sopranos': 'Felix'}
John Mainieri,{'The Sopranos': 'Ira Shortz'}
Tod Engle,{'The Sopranos': 'Salesman #2'}
Bruce Faulk,{'The Sopranos': 'U.S. Marshal Rawley'}
Paige Allen,{'The Sopranos': 'Reporter #1'}
Drew Wininger,{'The Sopranos': 'Fan'}
Mark Damiano II,{'The Sopranos': 'Young Tony Soprano'}
Elise Bretton,{'The Sopranos': 'Green Grove Singer'}
Danny Roselle,{'The Sopranos': 'Band Member #2'}
Jay Alvarez,{'The Sopranos': 'Loan Officer'}
Ariana Delawari,{'The Sopranos': 'Shelly'}
Robert Hirschfeld,{'The Sopranos': 'Judge Holzer'}
Robert O'Gorman,{'The Sopranos': 'Local Guy'}
Amber Gross,{'The Sopranos': 'Hostess'}
Matthew Stocke,{'The Sopranos': 'EMT'}
Peter O'Hara,{'The Sopranos': 'Jock Guy'}
Daveed Ramsay,{'The Sopranos': 'Kid #2'}
Keith Thomas Brown,{'The Sopranos': 'Keshawn'}
Francis W. Erigo,{'The Sopranos': 'Old Woman in Church'}
Ian Blackman,{'The Sopranos': 'Salesman #3'}
Colleen Morris Glennon,{'The Sopranos': 'Nanny'}
Igor Litwinowicz,{'The Sopranos': 'Karyl'}
Jeff Talbott,{'The Sopranos': 'Father'}
Maria Iadonisi,"{'The Sopranos': ""Larry Barese's Wife""}"
Lawrence Bingham,{'The Sopranos': 'Construction Worker'}
Paul Mollo,{'The Sopranos': 'Croupier'}
Helen Miles,{'The Sopranos': 'Green Grove Singer'}
Juliet Fox,{'The Sopranos': 'Young Janice Soprano'}
James Farrell,{'The Sopranos': 'Band Member #3'}
Victor Matamoros,{'The Sopranos': 'Attorney'}
Hal Holbrook,{'The Sopranos': 'John Schwinn'}
Alysia Reiner,{'The Sopranos': 'Linda Vaughn'}
Meital Dohan,{'The Sopranos': 'Yael'}
Jason Loftus,{'The Sopranos': 'Bellhop'}
Brigid Brady,{'The Sopranos': 'Woman'}
Pietro González,{'The Sopranos': 'Hispanic Guy'}
Alex Mitchell,{'The Sopranos': 'Kid #3'}
Angel Fajardo,{'The Sopranos': 'Colombian #1'}
Ian Colletti,{'The Sopranos': 'Kid'}
Jeanine Flynn,{'The Sopranos': 'Dealer'}
Ariana DiLorenzo,{'The Sopranos': 'Alexandra Lupertazzi'}
Ray Norberto,{'The Sopranos': 'Player'}
Paul Lombardi,{'The Sopranos': 'Reporter #3'}
Jean Marie Evans,"{'The Sopranos': ['Green Grove Singer', 'Aunt Louise']}"
Elxis McLaren,{'The Sopranos': 'Young Barbara Soprano'}
Bonnie Rose,{'The Sopranos': 'Salesperson'}
Walter J. Lockhart,{'The Sopranos': 'Band Member #4'}
Joseph La Rocca,{'The Sopranos': 'Rich Alberga'}
Laura Niemi,{'The Sopranos': 'Roxanne'}
Rene Rosado,{'The Sopranos': 'Hispanic Kid'}
Chris Colombo,{'The Sopranos': 'Colombian #2'}
Jay Russell,{'The Sopranos': 'Clerk'}
Matlok,{'The Sopranos': 'Kid #4'}
Gabriel Cano,{'The Sopranos': 'Latino Kid #1'}
John O'Hara,{'The Sopranos': 'Lover #1'}
Lauren Potter,{'The Sopranos': 'Dancer'}
Kevin Garrity,{'The Sopranos': '1st Basketball Announcer'}
Larry Sherman,{'The Sopranos': 'Green Grove Singer'}
Roy Milton Davis,{'The Sopranos': 'Wino'}
Nick Choksi,{'The Sopranos': 'Guy #1'}
Brian Gilbert,{'The Sopranos': 'Kid #5'}
Carmine Parisi,{'The Sopranos': 'Priest'}
Francisco Burgos,{'The Sopranos': 'Latino Kid #2'}
Channing Pourchot,{'The Sopranos': 'Carla'}
Brianne Moncrief,{'The Sopranos': 'Lover #2'}
Charlie Minn,{'The Sopranos': '2nd Basketball Announcer'}
Madeline Kearns,{'The Sopranos': 'Green Grove Singer'}
Ali Wright,{'The Sopranos': 'Kid'}
Caroline Rossi,{'The Sopranos': 'Violet Lupertazzi'}
Katie Lowes,{'The Sopranos': 'Gillian'}
Michael De Luca,{'The Sopranos': 'Cop'}
Dee Nelson,{'The Sopranos': 'Erica'}
Emily Vaughan,{'The Sopranos': 'Conference Center Host'}
Sal Di Piazza,{'The Sopranos': 'Bookie'}
Derek Milman,{'The Sopranos': 'Film Type'}
Joseph Anania,{'The Sopranos': 'Waiter'}
Jimmy DellaValle,{'The Sopranos': 'Gunman'}
Renee Franca,{'The Sopranos': 'Waitress'}
Enya Flack,{'The Sopranos': 'Janine'}
Joe Forbrich,{'The Sopranos': 'Federal Marshal'}
Douglas Ryan,{'The Sopranos': 'Store Owner'}
Anthony Stropoli,{'The Sopranos': 'Rick'}
Saidah Arrika Ekulona,{'The Sopranos': 'Tour Guide'}
Salma Valentina,{'The Sopranos': 'Waitress'}
Tobin Bell,"{'The Sopranos': 'Major Zwingli', 'Goodfellas': 'Parole Officer'}"
Michael O'Looney,{'The Sopranos': 'Newscaster'}
Drummond Erskine,{'The Sopranos': 'Uncle Zio'}
John Lanzillotto,{'The Sopranos': 'Mook'}
Angelle Brooks,{'The Sopranos': 'Liaison Woman'}
Jimmy Smagula,{'The Sopranos': 'Wise Guy #1'}
Stephan Morrow,{'The Sopranos': 'Another Local'}
Tony White,{'The Sopranos': 'Orderly'}
Jill Lord,{'The Sopranos': 'Woman'}
John Montone,{'The Sopranos': 'Radio Reporter'}
Victor Cruz,{'The Sopranos': 'First Valet'}
Rosemarie Dana,{'The Sopranos': 'Old Lady'}
Alexandra Daddario,{'The Sopranos': 'Another Woman'}
Dylan Bruce,{'The Sopranos': 'Doorman'}
Jared Blake DiCroce,{'The Sopranos': 'Wise Guy #2'}
Christopher Maggi,{'The Sopranos': 'Butcher'}
Shortee Red,{'The Sopranos': 'Teen #1'}
Jorge Pupo,{'The Sopranos': 'Second Valet'}
Faina Reinhardt,{'The Sopranos': 'Kimmie'}
Aurelia Williams,{'The Sopranos': 'Female Orderly'}
Ray DeMattis,{'The Sopranos': 'Gerry Gaultieri'}
Rydell Rollins,{'The Sopranos': 'Teen #2'}
Gillien Goll,{'The Sopranos': 'Guest'}
Joseph Scarpinito,"{'The Sopranos': ""Paulie's Friend""}"
Alberto Bonilla,{'The Sopranos': 'Alonso'}
Stephen Brian Jones,{'The Sopranos': 'Patient'}
Philip Anastasia,{'The Sopranos': 'Emcee'}
John Di Domenico,{'The Sopranos': 'Howie Reinstein'}
Daniel Bacote,{'The Sopranos': 'Teen #3'}
Frank Vallelonga,{'The Sopranos': 'Mourner #1'}
Neil Levine,{'The Sopranos': 'Another Guest'}
Jose Sanchez,{'The Sopranos': 'Hector'}
Taryn O'Brae,{'The Sopranos': 'Bridesmaid'}
Dina Pearlman,{'The Sopranos': 'Ellen Reinstein'}
T.J. Allen,{'The Sopranos': 'Teen #4'}
Valerie Romanoff,{'The Sopranos': 'Band Leader'}
Joe Abbate,{'The Sopranos': 'Man #1'}
Joe Iacona,"{'The Sopranos': ""Johnny's Dad""}"
Jane Kim,{'The Sopranos': 'Dominique'}
Michelle Candela,{'The Sopranos': 'Sal Pisano'}
Chioma Chidebeln-Eze,{'The Sopranos': 'Starlight Orchestra'}
Erik Martin,{'The Sopranos': 'Nurse Hasley'}
Sejal Shah,{'The Sopranos': 'Chandrakanta Pisano'}
Paolo Colandrea,{'The Sopranos': 'Man in Members Only Jacket'}
Joe Giordanella,{'The Sopranos': 'Nicky'}
Caren Cole,{'The Sopranos': 'Starlight Orchestra'}
Irma St. Paule,{'The Sopranos': 'Aunt Grace'}
Filippo Bozotti,{'The Sopranos': 'Giovanni Coppito'}
George Pogatsia,{'The Sopranos': 'Frankie'}
Jimmy Spadola,{'The Sopranos': 'Man in Diner'}
Marc Wolf,{'The Sopranos': 'Mark Lewis'}
Andrea Eigner,{'The Sopranos': 'Starlight Orchestra'}
Peter Salzer,{'The Sopranos': 'Elderly Man'}
Susan Porro,"{'The Sopranos': ""J.T. Dolan's Girlfriend""}"
Michelle Maryk,{'The Sopranos': 'Jo Lewis'}
Carol Scudder,{'The Sopranos': 'Diner Waitress'}
Erin Henry,{'The Sopranos': 'Starlight Orchestra'}
David Coburn,{'The Sopranos': 'Bartender'}
Bjorn Johnson,{'The Sopranos': 'Photographer'}
Du Kelly,{'The Sopranos': 'African American Man #1 in Diner'}
Allison Miller,{'The Sopranos': 'Starlight Orchestra'}
Jerry Russo,{'The Sopranos': 'Wedding Guest'}
John Robert Tramutola,{'The Sopranos': 'Boy #1'}
Sharrieff Pugh,{'The Sopranos': 'African American Man #2 in Diner'}
Al Roffe,{'The Sopranos': 'Operations Manager'}
Deborah Pilley,{'The Sopranos': 'Starlight Orchestra'}
Nikki E. Walker,{'The Sopranos': 'Jamaican Nurse'}
Joseph Emmi,{'The Sopranos': 'Boy #2'}
Shawtane Monroe Bowen,{'The Sopranos': 'Technician'}
Guy A. Fortt,{'The Sopranos': 'Guard'}
Patrick Joseph Connolly,{'The Sopranos': 'Truck Driver in Diner'}
Sue Terry,{'The Sopranos': 'Starlight Orchestra'}
John Kozan,{'The Sopranos': 'Wedding Singer #1'}
Joselin Reyes,{'The Sopranos': 'Nurse Rosario'}
Patti Karr,{'The Sopranos': 'Old Woman in Diner'}
Ralph McCain,{'The Sopranos': 'Another Patient'}
Susan Terwilliger,{'The Sopranos': 'Starlight Orchestra'}
Shana Steele,{'The Sopranos': 'Wedding Singer #2'}
William Severs,{'The Sopranos': 'Old Man in Diner'}
Laura E. Johnston,{'The Sopranos': 'Nurse'}
Nico Hartos,{'The Sopranos': 'Jabberer #1'}
Adrianne Rae Rodgers,{'The Sopranos': 'Young Woman in Diner'}
Laura Mills McClatchy,{'The Sopranos': 'Croupier #1'}
Gregory Zaragoza,{'The Sopranos': 'Croupier #2'}
Henry O'Neill,{'The Sopranos': 'Young Man in Diner'}
Clayton Dean Smith,{'The Sopranos': 'Jabberer #2'}
Jo Newman,"{'The Sopranos': ""Gerry's Goomar""}"
Luis Lassen,{'The Sopranos': 'Senior Worker'}
Stuart Rudin,{'The Sopranos': 'Jabberer #3'}
Julie Rogelstad,"{'The Sopranos': ""Silvio's Goomar""}"
Tommy Riccardo,{'The Sopranos': 'Wedding Band'}
Alexander Flores,{'The Sopranos': 'Kid'}
Bruce Bennetts,{'The Sopranos': 'Photographer'}
Nicholas Mazzeo,{'The Sopranos': 'Boy #1'}
Jacob Lobosco,{'The Sopranos': 'Boy #2'}
Francesco Fusaro,{'The Sopranos': 'Boy #3'}
Justine Caputo,{'The Sopranos': 'Girl #1'}
Gia Bella Adamo,{'The Sopranos': 'Girl #2'}
Peter Austin Noto,"{'The Sopranos': ""Tony's Friend""}"
Dared Wright,{'The Sopranos': 'Hospital Worker'}
Sonny Vellozzi,{'The Sopranos': 'Bada Bing Customer'}
Gaetano LoGiudice,"{'The Sopranos': 'Bada Bing Patron', 'Goodfellas': ""Henry's 70's Crew""}"
Joe Mancini,{'The Sopranos': 'Bada Bing Crew'}
Paula Rittie,{'The Sopranos': 'AA member'}
David Chase,{'The Sopranos': 'Airline Passenger'}
Josh Mowery,{'The Sopranos': 'FBI Agent'}
Angela Frye,{'The Sopranos': 'Crackhead'}
Stewart Summers,{'The Sopranos': 'Attorney'}
Krystal Browning,{'The Sopranos': 'Upper-class Restaurant Patron'}
Craig Zucchero,"{'The Sopranos': ""Uncle Junior's Bodyguard""}"
John Landolfi,{'The Sopranos': 'Bar Patron'}
Antonio Saillant,{'The Sopranos': 'Bodyguard'}
Frank Delano,{'The Sopranos': 'Bada Bing Wise Guy'}
Ty Copeman,{'The Sopranos': 'FBI Agent'}
David Von Roehm,{'The Sopranos': 'Cousin at BBQ'}
Bill Chemerka,{'The Sopranos': 'Construction Worker'}
James Denapoli,{'The Sopranos': 'Gangster'}
Stefanie Barbato,{'The Sopranos': 'Woman'}
Jaclynn Tiffany Brown,{'The Sopranos': 'Party Girl'}
Keith Leonard,{'The Sopranos': 'Bar Patron'}
Larry Russo,{'The Sopranos': 'Family Friend'}
Jim Ford,{'The Sopranos': 'Cashier'}
Tommy Bayiokos,{'The Sopranos': 'Cafeteria Orderly'}
Gina Hernandez,{'The Sopranos': 'Bacarat Player'}
Kenny Shapiro,{'The Sopranos': 'Precision Driver'}
Basil Kershner,{'The Sopranos': 'Construction Worker'}
Morgan Saylor,{'The Sopranos': 'Young Meadow'}
Wendy Hammers,{'The Sopranos': 'Fake Carmella'}
Andrea Bertola Shaw,{'The Sopranos': 'Cocktail Waitress'}
